Country,Country_Code,Year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,Region,illiteracy_rate,literacy_rate,gdp_per_capita,world_region,avg_years_schooling,Illiteracy_%,Literacy_Gender_Gap,GDP_per_Schooling_Year,Education_Index,Youth_Literacy_Average,Literacy_Growth_Rate
Bolivia,BOL,2018.0,78.6647677888707,99.7,99.4,South America,21.323384163270195,78.67661578438866,11920.313,South America,3.81328678151149,21.323384163270195,0.29999999999999716,3125.9943673250536,41.244951282950076,99.55000000000001,0.0
Bolivia,BOL,2019.0,78.6647677888707,99.7,99.4,South America,21.323384163270195,78.67661578438866,11930.916,South America,3.81328678151149,21.323384163270195,0.29999999999999716,3128.774908261919,41.244951282950076,99.55000000000001,0.0
Bolivia,BOL,2020.0,93.85,99.58,99.53,South America,6.1500015,93.85,10285.659,South America,9.06,6.1500015,0.04999999999999716,1135.2824503311258,51.455,99.555,15.173384215611335
Bolivia,BOL,2021.0,78.6647677888707,99.5,99.5,South America,21.323384163270195,78.67661578438866,11202.441,South America,3.81328678151149,21.323384163270195,0.0,2937.7389223161545,41.244951282950076,99.5,-15.173384215611335
Bolivia,BOL,2023.0,95.55,99.43,99.6,South America,4.449997,95.55,11616.157,South America,3.81328678151149,4.449997,0.1699999999999875,3046.232204805653,49.681643390755745,99.515,16.87338421561134
Bosnia and Herzegovina,BIH,1991.0,89.06,99.29,98.74,Europe,10.940002,89.06,2183.5352,Europe,3.81328678151149,10.940002,0.5500000000000114,572.6123748643164,46.43664339075575,99.015,0.0
Bosnia and Herzegovina,BIH,2000.0,96.66,99.75,99.84,Europe,3.3399963,96.66,7830.534,Europe,3.81328678151149,3.3399963,0.09000000000000341,2053.4867815255625,50.236643390755745,99.795,7.599999999999994
Bosnia and Herzegovina,BIH,2006.0,78.6647677888707,89.95973058304064,99.82,Europe,21.323384163270195,78.67661578438866,10430.455,Europe,3.81328678151149,21.323384163270195,9.860269416959355,2735.2925698039508,41.244951282950076,94.88986529152032,-17.983384215611338
Bosnia and Herzegovina,BIH,2013.0,96.99,99.66,99.67,Europe,3.0100021,96.99,13135.772,Europe,3.81328678151149,3.0100021,0.010000000000005116,3444.737506680081,50.401643390755744,99.66499999999999,18.313384215611336
Botswana,BWA,1991.0,68.58,85.9,92.25,Africa,31.419998,68.58,11001.802,Africa,3.81328678151149,31.419998,6.349999999999994,2885.123157623924,36.196643390755746,89.075,0.0
Botswana,BWA,2003.0,81.19,92.08,95.6,Africa,18.809998,81.19,13857.259,Africa,3.81328678151149,18.809998,3.519999999999996,3633.940952772331,42.501643390755746,93.84,12.61
Brazil,BRA,2000.0,86.37,92.65,95.72,South America,13.629997,86.37,14005.348,South America,6.76,13.629997,3.069999999999993,2071.7970414201186,46.565000000000005,94.185,0.0
Brazil,BRA,2001.0,78.6647677888707,94.7,96.9,South America,21.323384163270195,78.67661578438866,14016.132,South America,3.81328678151149,21.323384163270195,2.200000000000003,3675.6039613795742,41.244951282950076,95.80000000000001,-7.693384215611346
Brazil,BRA,2002.0,78.6647677888707,95.1,97.5,South America,21.323384163270195,78.67661578438866,14265.905,South America,3.81328678151149,21.323384163270195,2.4000000000000057,3741.1046735764676,41.244951282950076,96.3,0.0
Brazil,BRA,2003.0,78.6647677888707,95.6,97.7,South America,21.323384163270195,78.67661578438866,14259.366,South America,3.81328678151149,21.323384163270195,2.1000000000000085,3739.3898799156013,41.244951282950076,96.65,0.0
Brazil,BRA,2004.0,88.62,95.78,97.9,South America,11.379997,88.62,14911.261,South America,3.81328678151149,11.379997,2.1200000000000045,3910.3434528702182,46.21664339075575,96.84,9.943384215611346
